State, Year, Enrolled Agencies, Participating, Enrolled
TN,2019,"Cowan Police Department",Yes,Yes
TN,2019,"Crockett County Sheriff's Office",Yes,Yes
TN,2019,"Cross Plains Police Department",Yes,Yes
TN,2019,"Crossville Police Department",Yes,Yes
TN,2019,"Crump Police Department",Yes,Yes
TN,2019,"Cumberland City Police Department",Yes,Yes
TN,2019,"Cumberland County Sheriff's Office",Yes,Yes
TN,2019,"Cumberland Gap Police Department",Yes,Yes
TN,2019,"Dandridge Police Department",Yes,Yes
TN,2019,"Dayton Police Department",Yes,Yes
TN,2019,"Decatur County Sheriff's Office",Yes,Yes
TN,2019,"Decatur Police Department",Yes,Yes
TN,2019,"Decaturville Police Department",Yes,Yes
TN,2019,"Decherd Police Department",Yes,Yes
TN,2019,"DeKalb County Sheriff's Office",Yes,Yes
TN,2019,"Department of Correction Internal Affairs",Yes,Yes
TN,2019,"Dickson City Park Ranger Division",Yes,Yes
TN,2019,"Dickson County Sheriff's Office",Yes,Yes
TN,2019,"Dickson Police Department",Yes,Yes
TN,2019,"Dover Police Department",Yes,Yes
TN,2019,"Dresden Police Department",Yes,Yes
TN,2019,"Drug Task Force, 10th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 12th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 13th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 14th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 15th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 17th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 18th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 19th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 1st Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 20th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 21st Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 22nd Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 23rd Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 24th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 25th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 27th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 2nd Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 31st Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 3rd Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 4th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 5th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 8th Judicial District",Yes,Yes
TN,2019,"Drug Task Force, 9th Judicial District",Yes,Yes
TN,2019,"Dunlap Police Department",Yes,Yes
TN,2019,"Dyer County Sheriff's Office",Yes,Yes
TN,2019,"Dyer Police Department",Yes,Yes
TN,2019,"Dyersburg Police Department",Yes,Yes
TN,2019,"Eagleville Police Department",Yes,Yes
TN,2019,"East Ridge Police Department",Yes,Yes
TN,2019,"East Tennessee State University",Yes,Yes
TN,2019,"Elizabethton Police Department",Yes,Yes
TN,2019,"Elkton Police Department",Yes,Yes
TN,2019,"Englewood Police Department",Yes,Yes
TN,2019,"Erin Police Department",Yes,Yes
TN,2019,"Erwin Police Department",Yes,Yes
TN,2019,"Estill Springs Police Department",Yes,Yes
TN,2019,"Ethridge Police Department",Yes,Yes
TN,2019,"Etowah Police Department",Yes,Yes
TN,2019,"Fairview Police Department",Yes,Yes
TN,2019,"Fayette County Sheriff's Office",Yes,Yes
TN,2019,"Fayetteville Police Department",Yes,Yes
TN,2019,"Fentress County Sheriff's Office",Yes,Yes
TN,2019,"Franklin County Sheriff's Office",Yes,Yes
TN,2019,"Franklin Police Department",Yes,Yes
TN,2019,"Friendship Police Department",Yes,Yes
TN,2019,"Gadsden Police Department",Yes,Yes
TN,2019,"Gainesboro Police Department",Yes,Yes
TN,2019,"Gallatin Police Department",Yes,Yes
TN,2019,"Gallaway Police Department",Yes,Yes
TN,2019,"Gates Police Department",Yes,Yes
TN,2019,"Gatlinburg Police Department",Yes,Yes
TN,2019,"Germantown Police Department",Yes,Yes
TN,2019,"Gibson County Sheriff's Office",Yes,Yes
TN,2019,"Gibson Police Department",Yes,Yes
TN,2019,"Giles County Sheriff's Office",Yes,Yes
TN,2019,"Gleason Police Department",Yes,Yes
TN,2019,"Goodlettsville Police Department",Yes,Yes
TN,2019,"Gordonsville Police Department",Yes,Yes
TN,2019,"Grainger County Sheriff's Office",Yes,Yes
TN,2019,"Grand Junction Police Department",Yes,Yes
TN,2019,"Graysville Police Department",Yes,Yes
TN,2019,"Greenbrier Police Department",Yes,Yes
TN,2019,"Greene County Sheriff's Office",Yes,Yes
TN,2019,"Greeneville Police Department",Yes,Yes
TN,2019,"Greenfield Police Department",Yes,Yes
TN,2019,"Grundy County Sheriff's Office",Yes,Yes
TN,2019,"Halls Police Department",Yes,Yes
TN,2019,"Hamblen County Sheriff's Office",Yes,Yes
TN,2019,"Hamilton County Sheriff's Office",Yes,Yes
TN,2019,"Hancock County Sheriff's Office",Yes,Yes
TN,2019,"Hardeman County Sheriff's Office",Yes,Yes
TN,2019,"Hardin County Sheriff's Office",Yes,Yes
TN,2019,"Harriman Police Department",Yes,Yes
TN,2019,"Hartsville/Trousdale County Sheriff's Office",Yes,Yes
TN,2019,"Hawkins County Sheriff's Office",Yes,Yes
TN,2019,"Haywood County Sheriff's Office",Yes,Yes
TN,2019,"Henderson County Sheriff's Office",Yes,Yes
TN,2019,"Henderson Police Department",Yes,Yes
TN,2019,"Hendersonville Police Department",Yes,Yes
TN,2019,"Henry County Sheriff's Office",Yes,Yes
TN,2019,"Henry Police Department",Yes,Yes
TN,2019,"Hickman County Sheriff's Office",Yes,Yes
TN,2019,"Hohenwald Police Department",Yes,Yes
TN,2019,"Hollow Rock Police Department",Yes,Yes
TN,2019,"Hornbeak Police Department",Yes,Yes
TN,2019,"Houston County Sheriff's Office",Yes,Yes
TN,2019,"Humboldt Police Department",Yes,Yes
TN,2019,"Humphreys County Sheriff's Office",Yes,Yes
TN,2019,"Huntingdon Police Department",Yes,Yes
TN,2019,"Huntland Police Department",Yes,Yes
TN,2019,"Jacksboro Police Department",Yes,Yes
TN,2019,"Jackson County Sheriff's Office",Yes,Yes
TN,2019,"Jackson Police Department",Yes,Yes
TN,2019,"Jackson State Community College",Yes,Yes
TN,2019,"Jamestown Police Department",Yes,Yes
TN,2019,"Jasper Police Department",Yes,Yes
TN,2019,"Jefferson City Police Department",Yes,Yes
TN,2019,"Jefferson County Sheriff's Office",Yes,Yes
TN,2019,"Jellico Police Department",Yes,Yes
TN,2019,"Johnson City Police Department",Yes,Yes
TN,2019,"Johnson County Sheriff's Office",Yes,Yes
TN,2019,"Jonesborough Police Department",Yes,Yes
TN,2019,"Kenton Police Department",Yes,Yes
TN,2019,"Kimball Police Department",Yes,Yes
TN,2019,"Kingsport Police Department",Yes,Yes
TN,2019,"Kingston Police Department",Yes,Yes
TN,2019,"Kingston Springs Police Department",Yes,Yes
TN,2019,"Knox County Sheriff's Office",Yes,Yes
TN,2019,"Knoxville Metropolitan Airport",Yes,Yes
TN,2019,"Knoxville Police Department",Yes,Yes
TN,2019,"Lafayette Police Department",Yes,Yes
TN,2019,"La Follette Police Department",Yes,Yes
TN,2019,"La Grange Police Department",Yes,Yes
TN,2019,"Lake County Sheriff's Office",Yes,Yes
TN,2019,"Lauderdale County Sheriff's Office",Yes,Yes
TN,2019,"La Vergne Police Department",Yes,Yes
TN,2019,"Lawrenceburg Police Department",Yes,Yes
TN,2019,"Lawrence County Sheriff's Office",Yes,Yes
TN,2019,"Lebanon Police Department",Yes,Yes
TN,2019,"Lenoir City Police Department",Yes,Yes
TN,2019,"Lewisburg Police Department",Yes,Yes
TN,2019,"Lewis County Sheriff's Office",Yes,Yes
TN,2019,"Lexington Police Department",Yes,Yes
TN,2019,"Lincoln County Sheriff's Office",Yes,Yes
TN,2019,"Lincoln Memorial University",Yes,Yes
TN,2019,"Livingston Police Department",Yes,Yes
TN,2019,"Lookout Mountain Police Department",Yes,Yes
TN,2019,"Loretto Police Department",Yes,Yes
TN,2019,"Loudon County Sheriff's Office",Yes,Yes
TN,2019,"Loudon Police Department",Yes,Yes
TN,2019,"Lynnville Police Department",Yes,Yes
TN,2019,"Macon County Sheriff's Office",Yes,Yes
TN,2019,"Madison County Sheriff's Office",Yes,Yes
TN,2019,"Madisonville Police Department",Yes,Yes
TN,2019,"Manchester Police Department",Yes,Yes
TN,2019,"Marion County Sheriff's Office",Yes,Yes
TN,2019,"Marshall County Sheriff's Office",Yes,Yes
TN,2019,"Martin Police Department",Yes,Yes
TN,2019,"Maryville Police Department",Yes,Yes
TN,2019,"Mason Police Department",Yes,Yes
TN,2019,"Maury City Police Department",Yes,Yes
TN,2019,"Maury County Sheriff's Office",Yes,Yes
TN,2019,"Maynardville Police Department",Yes,Yes
TN,2019,"McEwen Police Department",Yes,Yes
TN,2019,"McKenzie Police Department",Yes,Yes
TN,2019,"McMinn County Sheriff's Office",Yes,Yes
TN,2019,"McMinnville Police Department",Yes,Yes
TN,2019,"McNairy County Sheriff's Office",Yes,Yes
TN,2019,"Medina Police Department",Yes,Yes
TN,2019,"Meigs County Sheriff's Office",Yes,Yes
TN,2019,"Memphis Police Department",Yes,Yes
TN,2019,"Memphis-Shelby County Airport Authority",Yes,Yes
TN,2019,"Metropolitan Nashville Park Police",Yes,Yes
TN,2019,"Middle Tennessee State University",Yes,Yes
TN,2019,"Middleton Police Department",Yes,Yes
TN,2019,"Milan Police Department",Yes,Yes
TN,2019,"Millersville Police Department",Yes,Yes
TN,2019,"Millington Police Department",Yes,Yes
TN,2019,"Minor Hill Police Department",Yes,Yes
TN,2019,"Monroe County Sheriff's Office",Yes,Yes
TN,2019,"Monteagle Police Department",Yes,Yes
TN,2019,"Monterey Police Department",Yes,Yes
TN,2019,"Montgomery County Sheriff's Office",Yes,Yes
TN,2019,"Moore County Sheriff's Office",Yes,Yes
TN,2019,"Morgan County Sheriff's Office",Yes,Yes
TN,2019,"Morristown Police Department",Yes,Yes
TN,2019,"Moscow Police Department",Yes,Yes
TN,2019,"Motlow State Community College",Yes,Yes
TN,2019,"Mountain City Police Department",Yes,Yes
TN,2019,"Mount Carmel Police Department",Yes,Yes
TN,2019,"Mount Juliet Police Department",Yes,Yes
TN,2019,"Mount Pleasant Police Department",Yes,Yes
TN,2019,"Munford Police Department",Yes,Yes
TN,2019,"Murfreesboro Police Department",Yes,Yes
TN,2019,"Nashville International Airport",Yes,Yes
TN,2019,"Nashville Metropolitan Police Department",Yes,Yes
TN,2019,"Nashville State Community College",Yes,Yes
TN,2019,"Newbern Police Department",Yes,Yes
TN,2019,"New Hope Police Department",Yes,Yes
TN,2019,"New Johnsonville Police Department",Yes,Yes
TN,2019,"New Market Police Department",Yes,Yes
TN,2019,"Newport Police Department",Yes,Yes
TN,2019,"New Tazewell Police Department",Yes,Yes
TN,2019,"Niota Police Department",Yes,Yes
TN,2019,"Nolensville Police Department",Yes,Yes
TN,2019,"Normandy Police Department",Yes,
TN,2019,"Norris Police Department",Yes,Yes
TN,2019,"Northeast State Community College",Yes,Yes
TN,2019,"Oakland Police Department",Yes,Yes
TN,2019,"Oak Ridge Police Department",Yes,Yes
TN,2019,"Obion County Sheriff's Office",Yes,Yes
TN,2019,"Obion Police Department",Yes,Yes
TN,2019,"Oliver Springs Police Department",Yes,Yes
TN,2019,"Oneida Police Department",Yes,Yes
TN,2019,"Overton County Sheriff's Office",Yes,Yes
TN,2019,"Paris Police Department",Yes,Yes
TN,2019,"Parsons Police Department",Yes,Yes
TN,2019,"Pellissippi State Community College",Yes,Yes
TN,2019,"Perry County Sheriff's Office",Yes,Yes
TN,2019,"Petersburg Police Department",Yes,Yes
TN,2019,"Pickett County Sheriff's Office",Yes,Yes
TN,2019,"Pigeon Forge Police Department",Yes,Yes
TN,2019,"Pikeville Police Department",Yes,Yes
TN,2019,"Piperton Police Department",Yes,Yes
TN,2019,"Pittman Center Police Department",Yes,Yes
TN,2019,"Plainview Police Department",Yes,Yes
TN,2019,"Pleasant View Police Department",Yes,Yes
TN,2019,"Polk County Sheriff's Office",Yes,Yes
TN,2019,"Portland Police Department",Yes,Yes
TN,2019,"Powells Crossroads Police Department",Yes,Yes
TN,2019,"Pulaski Police Department",Yes,Yes
TN,2019,"Puryear Police Department",Yes,Yes
TN,2019,"Putnam County Sheriff's Office",Yes,Yes
TN,2019,"Red Bank Police Department",Yes,Yes
TN,2019,"Red Boiling Springs Police Department",Yes,Yes
TN,2019,"Rhea County Sheriff's Office",Yes,Yes
TN,2019,"Ridgely Police Department",Yes,Yes
TN,2019,"Ridgetop Police Department",Yes,Yes
TN,2019,"Ripley Police Department",Yes,Yes
TN,2019,"Roane County Sheriff's Office",Yes,Yes
TN,2019,"Roane State Community College",Yes,Yes
TN,2019,"Robertson County Sheriff's Office",Yes,Yes
TN,2019,"Rockwood Police Department",Yes,Yes
TN,2019,"Rocky Top Police Department",Yes,Yes
TN,2019,"Rogersville Police Department",Yes,Yes
TN,2019,"Rossville Police Department",Yes,Yes
TN,2019,"Rutherford County Sheriff's Office",Yes,Yes
TN,2019,"Rutherford Police Department",Yes,Yes
TN,2019,"Rutledge Police Department",Yes,Yes
TN,2019,"Saltillo Police Department",Yes,Yes
TN,2019,"Samburg Police Department",Yes,Yes
TN,2019,"Savannah Police Department",Yes,Yes
TN,2019,"Scott County Sheriff's Office",Yes,Yes
TN,2019,"Scotts Hill Police Department",Yes,Yes
TN,2019,"Selmer Police Department",Yes,Yes
TN,2019,"Sequatchie County Sheriff's Office",Yes,Yes
TN,2019,"Sevier County Sheriff's Office",Yes,Yes
TN,2019,"Sevierville Police Department",Yes,Yes
TN,2019,"Sharon Police Department",Yes,Yes
TN,2019,"Shelby County Sheriff's Office",Yes,Yes
TN,2019,"Shelbyville Police Department",Yes,Yes
TN,2019,"Signal Mountain Police Department",Yes,Yes
TN,2019,"Smith County Sheriff's Office",Yes,Yes
TN,2019,"Smithville Police Department",Yes,Yes
TN,2019,"Smyrna Police Department",Yes,Yes
TN,2019,"Soddy-Daisy Police Department",Yes,Yes
TN,2019,"Somerville Police Department",Yes,Yes
TN,2019,"South Carthage Police Department",Yes,Yes
TN,2019,"South Fulton Police Department",Yes,Yes
TN,2019,"South Pittsburg Police Department",Yes,Yes
TN,2019,"Southwest Tennessee Community College",Yes,Yes
TN,2019,"Sparta Police Department",Yes,Yes
TN,2019,"Spencer Police Department",Yes,Yes
TN,2019,"Spring City Police Department",Yes,Yes
TN,2019,"Springfield Police Department",Yes,Yes
TN,2019,"Spring Hill Police Department",Yes,Yes
TN,2019,"State Fire Marshal",Yes,Yes
TN,2019,"State Park Rangers, Bicentennial Capitol Mall",Yes,Yes
TN,2019,"State Park Rangers, Big Hill Pond",Yes,Yes
TN,2019,"State Park Rangers, Big Ridge",Yes,Yes
TN,2019,"State Park Rangers, Bledsoe Creek",Yes,Yes
TN,2019,"State Park Rangers, Booker T. Washington",Yes,Yes
TN,2019,"State Park Rangers, Burgess Falls Natural Area",Yes,Yes
TN,2019,"State Park Rangers, Cedars of Lebanon",Yes,Yes
TN,2019,"State Park Rangers, Chickasaw",Yes,Yes
TN,2019,"State Park Rangers, Cordell Hull Birthplace",Yes,Yes
TN,2019,"State Park Rangers, Cove Lake",Yes,Yes
TN,2019,"State Park Rangers, Cumberland Mountain",Yes,Yes
TN,2019,"State Park Rangers, Cumberland Trail",Yes,Yes
TN,2019,"State Park Rangers, Cummins Falls",Yes,Yes
TN,2019,"State Park Rangers, David Crockett",Yes,Yes
TN,2019,"State Park Rangers, Davy Crockett Birthplace",Yes,Yes
TN,2019,"State Park Rangers, Dunbar Cave Natural Area",Yes,Yes
TN,2019,"State Park Rangers, Edgar Evins",Yes,Yes
TN,2019,"State Park Rangers, Fall Creek Falls",Yes,Yes
TN,2019,"State Park Rangers, Fort Loudon State Historic Park",Yes,Yes
TN,2019,"State Park Rangers, Fort Pillow State Historic Park",Yes,Yes
TN,2019,"State Park Rangers, Frozen Head Natural Area",Yes,Yes
TN,2019,"State Park Rangers Harpeth Scenic Rivers",Yes,Yes
TN,2019,"State Park Rangers, Harrison Bay",Yes,Yes
TN,2019,"State Park Rangers, Henry Horton",Yes,Yes
TN,2019,"State Park Rangers, Hiwassee/Ocoee State Scenic Rivers",Yes,Yes
TN,2019,"State Park Rangers, Indian Mountain",Yes,Yes
TN,2019,"State Park Rangers, Johnsonville State Historic Park",Yes,Yes
TN,2019,"State Park Rangers, Long Hunter",Yes,Yes
TN,2019,"State Park Rangers, Meeman-Shelby Forest",Yes,Yes
TN,2019,"State Park Rangers, Montgomery Bell",Yes,Yes
TN,2019,"State Park Rangers, Mousetail Landing",Yes,Yes
TN,2019,"State Park Rangers, Natchez Trace",Yes,Yes
TN,2019,"State Park Rangers, Nathan Bedford Forrest",Yes,Yes
TN,2019,"State Park Rangers, Norris Dam",Yes,Yes
TN,2019,"State Park Rangers, Old Stone Fort State Archaeological Park",Yes,Yes
TN,2019,"State Park Rangers, Panther Creek",Yes,Yes
TN,2019,"State Park Rangers, Paris Landing",Yes,Yes
TN,2019,"State Park Rangers, Pickett",Yes,Yes
TN,2019,"State Park Rangers, Pickwick Landing",Yes,Yes
TN,2019,"State Park Rangers, Pinson Mounds State Archaeological Park",Yes,Yes
TN,2019,"State Park Rangers, Radnor Lake Natural Area",Yes,Yes
TN,2019,"State Park Rangers, Red Clay State Historic Park",Yes,Yes
TN,2019,"State Park Rangers, Reelfoot Lake",Yes,Yes
TN,2019,"State Park Rangers, Roan Mountain",Yes,Yes
TN,2019,"State Park Rangers, Rock Island",Yes,Yes
TN,2019,"State Park Rangers, Rocky Fork",Yes,Yes
TN,2019,"State Park Rangers, Seven Islands Birding Park",Yes,Yes
TN,2019,"State Park Rangers, Sgt. Alvin C. York",Yes,Yes
TN,2019,"State Park Rangers, South Cumberland Recreation Area",Yes,Yes
TN,2019,"State Park Rangers, Standing Stone",Yes,Yes
TN,2019,"State Park Rangers, Sycamore Shoals State Historic Park",Yes,Yes
TN,2019,"State Park Rangers, Tim's Ford",Yes,Yes
TN,2019,"State Park Rangers, T.O. Fuller",Yes,Yes
TN,2019,"State Park Rangers, Warrior's Path",Yes,Yes
TN,2019,"Stewart County Sheriff's Office",Yes,Yes
TN,2019,"St. Joseph Police Department",Yes,Yes
TN,2019,"Sullivan County Sheriff's Office",Yes,Yes
TN,2019,"Sumner County Sheriff's Office",Yes,Yes
TN,2019,"Sunbright Police Department",Yes,Yes
TN,2019,"Surgoinsville Police Department",Yes,Yes
TN,2019,"Sweetwater Police Department",Yes,Yes
TN,2019,"Tazewell Police Department",Yes,Yes
TN,2019,"Tellico Plains Police Department",Yes,Yes
TN,2019,"TENNCARE Office of Inspector General",Yes,Yes
TN,2019,"Tennessee Bureau of Investigation",Yes,Yes
TN,2019,"Tennessee Department of Revenue Special Investigations Unit",Yes,Yes
TN,2019,"Tennessee Department of Safety",Yes,Yes
TN,2019,"Tennessee State University",Yes,Yes
TN,2019,"Tennessee Technological University",Yes,Yes
TN,2019,"Tipton County Sheriff's Office",Yes,Yes
TN,2019,"Tiptonville Police Department",Yes,Yes
TN,2019,"Toone Police Department",Yes,Yes
TN,2019,"Townsend Police Department",Yes,Yes
TN,2019,"Tracy City Police Department",Yes,Yes
TN,2019,"Trenton Police Department",Yes,Yes
TN,2019,"Trezevant Police Department",Yes,Yes
TN,2019,"Tri-Cities Regional Airport",Yes,Yes
TN,2019,"Trimble Police Department",Yes,Yes
TN,2019,"Troy Police Department",Yes,Yes
TN,2019,"Tullahoma Police Department",Yes,Yes
TN,2019,"Tusculum Police Department",Yes,Yes
TN,2019,"Unicoi County Sheriff's Office",Yes,Yes
TN,2019,"Unicoi Police Department",Yes,
TN,2019,"Union City Police Department",Yes,Yes
TN,2019,"Union County Sheriff's Office",Yes,Yes
TN,2019,"University of Memphis",Yes,Yes
TN,2019,"University of Tennessee, Chattanooga",Yes,Yes
TN,2019,"University of Tennessee, Health Science Center",Yes,Yes
TN,2019,"University of Tennessee, Knoxville",Yes,Yes
TN,2019,"University of Tennessee, Martin",Yes,Yes
TN,2019,"University of the South",Yes,Yes
TN,2019,"Van Buren County Sheriff's Office",Yes,Yes
TN,2019,"Vanderbilt University",Yes,Yes
TN,2019,"Volunteer State Community College",Yes,Yes
TN,2019,"Vonore Police Department",Yes,Yes
TN,2019,"Walters State Community College",Yes,Yes
TN,2019,"Warren County Sheriff's Office",Yes,Yes
TN,2019,"Wartburg Police Department",Yes,Yes
TN,2019,"Wartrace Police Department",Yes,Yes
TN,2019,"Washington County Sheriff's Office",Yes,Yes
TN,2019,"Watauga Police Department",Yes,Yes
TN,2019,"Watertown Police Department",Yes,Yes
TN,2019,"Waverly Police Department",Yes,Yes
TN,2019,"Wayne County Sheriff's Office",Yes,Yes
TN,2019,"Waynesboro Police Department",Yes,Yes
TN,2019,"Weakley County Sheriff's Office",Yes,Yes
TN,2019,"Westmoreland Police Department",Yes,Yes
TN,2019,"West Tennessee Violent Crime Task Force",Yes,Yes
TN,2019,"White Bluff Police Department",Yes,Yes
TN,2019,"White County Sheriff's Office",Yes,Yes
TN,2019,"White House Police Department",Yes,Yes
TN,2019,"White Pine Police Department",Yes,Yes
TN,2019,"Whiteville Police Department",Yes,Yes
TN,2019,"Whitwell Police Department",Yes,Yes
TN,2019,"Wildlife Resources Agency, Region 1",Yes,Yes
TN,2019,"Wildlife Resources Agency, Region 2",Yes,Yes
TN,2019,"Wildlife Resources Agency, Region 3",Yes,Yes
TN,2019,"Wildlife Resources Agency, Region 4",Yes,Yes
TN,2019,"Williamson County Sheriff's Office",Yes,Yes
TN,2019,"Wilson County Sheriff's Office",Yes,Yes
TN,2019,"Winchester Police Department",Yes,Yes
TN,2019,"Winfield Police Department",Yes,Yes
TN,2019,"Woodbury Police Department",Yes,Yes
TX,2019,"Abilene Police Department",,Yes
TX,2019,"Alice Police Department",,Yes
TX,2019,"Amarillo Police Department",Yes,Yes
TX,2019,"Arlington Police Department",Yes,Yes
TX,2019,"Austin Police Department",Yes,Yes
TX,2019,"Ballinger Police Department",,Yes
TX,2019,"Bellaire Police Department",,Yes
TX,2019,"Bexar County Sheriff's Office",Yes,Yes
TX,2019,"Boerne Police Department",,Yes
TX,2019,"Carrollton Police Department",Yes,Yes
TX,2019,"Clay County Sheriff's Office",,Yes
TX,2019,"Clint Police Department",,Yes
TX,2019,"Corrigan Police Department",Yes,Yes
TX,2019,"Dallas Area Rapid Transit",Yes,Yes
TX,2019,"Dallas County Sheriff's Office",,Yes
TX,2019,"Dallas-Fort Worth International Airport",Yes,Yes
TX,2019,"Department of Public Safety Headquarters, Austin",,Yes
TX,2019,"Dimmit County Sheriff's Office",,Yes
TX,2019,"El Paso Police Department",Yes,Yes
TX,2019,"Farmers Branch Police Department",,Yes
TX,2019,"Flower Mound Police Department",,Yes
TX,2019,"Fort Worth Police Department",Yes,Yes
TX,2019,"Gainesville Police Department",,Yes
TX,2019,"Harris County Sheriff's Office",,Yes
TX,2019,"Hood County Sheriff's Office",,Yes
TX,2019,"Houston Police Department",,Yes
TX,2019,"Hudson Oaks Police Department",,Yes
TX,2019,"Huntsville Police Department",,Yes
TX,2019,"Hurst Police Department",,Yes
TX,2019,"Independent School District, Pasadena",,Yes
TX,2019,"Irving Police Department",Yes,Yes
TX,2019,"Kilgore Police Department",,Yes
TX,2019,"Lamb County Sheriff's Office",Yes,Yes
TX,2019,"Manor Police Department",,Yes
TX,2019,"McKinney Police Department",,Yes
TX,2019,"Meadows Place Police Department",Yes,Yes
TX,2019,"Mesquite Police Department",,Yes
TX,2019,"Midland Police Department",Yes,Yes
TX,2019,"Missouri City Police Department",Yes,Yes
TX,2019,"New Braunfels Police Department",Yes,Yes
TX,2019,"Oak Ridge North Police Department",Yes,Yes
TX,2019,"Oldham County Sheriff's Office",Yes,Yes
TX,2019,"Pflugerville Police Department",,Yes
TX,2019,"Plano Police Department",,Yes
TX,2019,"Port of Brownsville",Yes,Yes
TX,2019,"Port of Houston Authority",,Yes
TX,2019,"Prosper Police Department",,Yes
TX,2019,"Rowlett Police Department",,Yes
TX,2019,"San Antonio Police Department",Yes,Yes
TX,2019,"Sanger Police Department",Yes,Yes
TX,2019,"San Marcos Police Department",Yes,Yes
TX,2019,"Seven Points Police Department",Yes,Yes
TX,2019,"Southlake Police Department",,Yes
TX,2019,"Tarrant County Sheriff's Office",,Yes
TX,2019,"Teague Police Department",,Yes
TX,2019,"Temple Police Department",,Yes
TX,2019,"Texas Criminal Law Enforcement",,Yes
TX,2019,"Texas Highway Patrol",,Yes
TX,2019,"Texas State Technical College, Waco",Yes,Yes
TX,2019,"Tom Green County Sheriff's Office",Yes,Yes
TX,2019,"Travis County Sheriff's Office",,Yes
TX,2019,"Trinity University",,Yes
TX,2019,"University of Texas, El Paso",,Yes
TX,2019,"Woodway Police Department",,Yes
TX,2019,"Wylie Police Department",Yes,Yes
UT,2019,"Alta Police Department",,Yes
UT,2019,"American Fork/Cedar Hills Police Department",,Yes
UT,2019,"Aurora Police Department",,Yes
UT,2019,"Beaver County Sheriff's Office",,Yes
UT,2019,"Beaver Police Department",,Yes
UT,2019,"Big Water Police Department",,Yes
UT,2019,"Blanding Police Department",,Yes
UT,2019,"Bluffdale Police Department",,Yes
UT,2019,"Bountiful Police Department",,Yes
UT,2019,"Box Elder County Sheriff's Office",,Yes
UT,2019,"Brian Head Police Department",,Yes
UT,2019,"Brigham City Police Department",,Yes
UT,2019,"Brigham Young University",,Yes
UT,2019,"Cache County Sheriff's Office",,Yes
UT,2019,"Cache-Rich Drug Task Force",,Yes
UT,2019,"Carbon County Sheriff's Office",,Yes
UT,2019,"Cedar City Police Department",,Yes
UT,2019,"Centerfield Police Department",,Yes
UT,2019,"Centerville Police Department",Yes,Yes
UT,2019,"Clearfield Police Department",,Yes
UT,2019,"Clinton Police Department",,Yes
UT,2019,"Cottonwood Heights Police Department",,Yes
UT,2019,"Daggett County Sheriff's Office",,Yes
UT,2019,"Davis County Sheriff's Office",,Yes
UT,2019,"Delta Police Department",,Yes
UT,2019,"Dignitary Protection",,Yes
UT,2019,"Draper Police Department",Yes,Yes
UT,2019,"Duchesne County Sheriff's Office",Yes,Yes
UT,2019,"Duchesne Police Department",,Yes
UT,2019,"East Carbon Police Department",,Yes
UT,2019,"East Layton Police Department",,Yes
UT,2019,"Emery County Sheriff's Office",,Yes
UT,2019,"Enoch Police Department",,Yes
UT,2019,"Ephraim Police Department",,Yes
UT,2019,"Escalante Police Department",,Yes
UT,2019,"Eureka Police Department",,Yes
UT,2019,"Fairview Police Department",,Yes
UT,2019,"Farmington Police Department",,Yes
UT,2019,"Fountain Green Police Department",,Yes
UT,2019,"Garfield County Sheriff's Office",,Yes
UT,2019,"Garland Police Department",,Yes
UT,2019,"Genola Police Department",,Yes
UT,2019,"Grand County Sheriff's Office",,Yes
UT,2019,"Granite School District",,Yes
UT,2019,"Grantsville Police Department",Yes,Yes
UT,2019,"Gunnison Police Department",,Yes
UT,2019,"Harrisville Police Department",Yes,Yes
UT,2019,"Heber Police Department",,Yes
UT,2019,"Helper Police Department",,Yes
UT,2019,"Hildale Police Department",,Yes
UT,2019,"Hurricane Police Department",Yes,Yes
UT,2019,"Hyde Park Police Department",,Yes
UT,2019,"Hyrum Police Department",,Yes
UT,2019,"Iron County Sheriff's Office",,Yes
UT,2019,"Juab County Sheriff's Office",,Yes
UT,2019,"Kamas Police Department",,Yes
UT,2019,"Kanab Police Department",,Yes
UT,2019,"Kane County Sheriff's Office",Yes,Yes
UT,2019,"Kaysville Police Department",,Yes
UT,2019,"La Verkin Police Department",,Yes
UT,2019,"Layton Police Department",Yes,Yes
